,joueur,poste,saison,occurence_titre,occurence_texte,tracé_titre
1923,Thibaud Lanen,Avant,2013-2014,0,0,1
1924,Thibaud Lanen,Avant,2014-2015,0,0,1
1925,Thibaud Lanen,Avant,2015-2016,0,0,1
1926,Thibaud Lanen,Avant,2016-2017,0,0,1
1927,Thibaud Lanen,Avant,2017-2018,0,0,1
1928,Thibaud Lanen,Avant,2018-2019,0,0,1
1929,Thibaud Lanen,Avant,2019-2020,0,2,1
1930,Thibaud Lanen,Avant,2020-2021,1,24,11
1931,Thibaud Lanen,Avant,2021-2022,0,14,1
1932,Tiberghien,Arrière,2008-2009,0,0,1
1933,Tiberghien,Arrière,2009-2010,0,0,1
1934,Tiberghien,Arrière,2010-2011,0,0,1
1935,Tiberghien,Arrière,2011-2012,0,0,1
1936,Tiberghien,Arrière,2012-2013,0,0,1
1937,Tiberghien,Arrière,2013-2014,0,0,1
1938,Tiberghien,Arrière,2014-2015,0,0,1
1939,Tiberghien,Arrière,2015-2016,0,0,1
1940,Tiberghien,Arrière,2016-2017,0,0,1
1941,Tiberghien,Arrière,2017-2018,0,0,1
1942,Tiberghien,Arrière,2018-2019,0,1,1
1943,Tiberghien,Arrière,2019-2020,0,10,1
1944,Tiberghien,Arrière,2020-2021,0,46,1
1945,Tiberghien,Arrière,2021-2022,0,34,1
1946,Timani,Avant,2008-2009,0,0,1
1947,Timani,Avant,2009-2010,0,0,1
1948,Timani,Avant,2010-2011,0,0,1
1949,Timani,Avant,2011-2012,0,0,1
1950,Timani,Avant,2012-2013,0,2,1
1951,Timani,Avant,2013-2014,0,3,1
1952,Timani,Avant,2014-2015,0,1,1
1953,Timani,Avant,2015-2016,1,6,11
1954,Timani,Avant,2016-2017,2,75,21
1955,Timani,Avant,2017-2018,2,71,21
1956,Timani,Avant,2018-2019,0,88,1
1957,Timani,Avant,2019-2020,1,41,11
1958,Timani,Avant,2020-2021,1,50,11
1959,Timani,Avant,2021-2022,0,0,1
1960,Toeava,Arrière,2008-2009,0,0,1
1961,Toeava,Arrière,2009-2010,0,0,1
1962,Toeava,Arrière,2010-2011,0,0,1
1963,Toeava,Arrière,2011-2012,0,0,1
1964,Toeava,Arrière,2012-2013,0,0,1
1965,Toeava,Arrière,2013-2014,0,0,1
1966,Toeava,Arrière,2014-2015,0,0,1
1967,Toeava,Arrière,2015-2016,5,33,51
1968,Toeava,Arrière,2016-2017,5,72,51
1969,Toeava,Arrière,2017-2018,5,77,51
1970,Toeava,Arrière,2018-2019,4,76,41
1971,Toeava,Arrière,2019-2020,2,48,21
1972,Toeava,Arrière,2020-2021,0,5,1
1973,Toeava,Arrière,2021-2022,0,0,1
1974,Treilles,Arrière,2008-2009,0,0,1
1975,Treilles,Arrière,2009-2010,0,0,1
1976,Treilles,Arrière,2010-2011,0,0,1
1977,Treilles,Arrière,2011-2012,0,0,1
1978,Treilles,Arrière,2012-2013,0,0,1
1979,Treilles,Arrière,2013-2014,0,0,1
1980,Treilles,Arrière,2014-2015,0,0,1
1981,Treilles,Arrière,2015-2016,0,0,1
1982,Treilles,Arrière,2016-2017,0,0,1
1983,Treilles,Arrière,2017-2018,0,0,1
1984,Treilles,Arrière,2018-2019,0,6,1
1985,Treilles,Arrière,2019-2020,0,5,1
1986,Treilles,Arrière,2020-2021,0,4,1
1987,Treilles,Arrière,2021-2022,0,0,1
1988,Trussardi,Charnière,2008-2009,0,0,1
1989,Trussardi,Charnière,2009-2010,0,0,1
1990,Trussardi,Charnière,2010-2011,0,0,1
1991,Trussardi,Charnière,2011-2012,0,0,1
1992,Trussardi,Charnière,2012-2013,0,0,1
1993,Trussardi,Charnière,2013-2014,0,0,1
1994,Trussardi,Charnière,2014-2015,0,0,1
1995,Trussardi,Charnière,2015-2016,0,0,1
1996,Trussardi,Charnière,2016-2017,0,0,1
1997,Trussardi,Charnière,2017-2018,2,40,21
1998,Trussardi,Charnière,2018-2019,0,0,1
1999,Trussardi,Charnière,2019-2020,0,0,1
2000,Trussardi,Charnière,2020-2021,0,0,1
2001,Trussardi,Charnière,2021-2022,0,0,1
2002,Tuicuvu,Arrière,2008-2009,0,0,1
2003,Tuicuvu,Arrière,2009-2010,0,0,1
2004,Tuicuvu,Arrière,2010-2011,0,0,1
2005,Tuicuvu,Arrière,2011-2012,0,0,1
2006,Tuicuvu,Arrière,2012-2013,0,0,1
2007,Tuicuvu,Arrière,2013-2014,0,0,1
2008,Tuicuvu,Arrière,2014-2015,0,0,1
2009,Tuicuvu,Arrière,2015-2016,0,9,1
2010,Tuicuvu,Arrière,2016-2017,1,20,11
2011,Tuicuvu,Arrière,2017-2018,1,31,11
2012,Tuicuvu,Arrière,2018-2019,4,57,41
2013,Tuicuvu,Arrière,2019-2020,4,20,41
2014,Tuicuvu,Arrière,2020-2021,0,10,1
2015,Tuicuvu,Arrière,2021-2022,0,0,1
2016,Uhila,Avant,2008-2009,0,0,1
2017,Uhila,Avant,2009-2010,0,0,1
2018,Uhila,Avant,2010-2011,0,0,1
2019,Uhila,Avant,2011-2012,0,0,1
2020,Uhila,Avant,2012-2013,0,0,1
2021,Uhila,Avant,2013-2014,0,0,1
2022,Uhila,Avant,2014-2015,0,0,1
2023,Uhila,Avant,2015-2016,0,0,1
2024,Uhila,Avant,2016-2017,1,5,11
2025,Uhila,Avant,2017-2018,3,34,31
2026,Uhila,Avant,2018-2019,2,77,21
2027,Uhila,Avant,2019-2020,1,33,11
2028,Uhila,Avant,2020-2021,0,1,1
2029,Uhila,Avant,2021-2022,0,0,1
2030,Ulugia,Avant,2008-2009,0,0,1
2031,Ulugia,Avant,2009-2010,0,0,1
2032,Ulugia,Avant,2010-2011,0,0,1
2033,Ulugia,Avant,2011-2012,0,0,1
2034,Ulugia,Avant,2012-2013,0,0,1
2035,Ulugia,Avant,2013-2014,1,9,11
2036,Ulugia,Avant,2014-2015,1,66,11
2037,Ulugia,Avant,2015-2016,5,83,51
2038,Ulugia,Avant,2016-2017,4,77,41
2039,Ulugia,Avant,2017-2018,0,43,1
2040,Ulugia,Avant,2018-2019,2,93,21
2041,Ulugia,Avant,2019-2020,1,43,11
2042,Ulugia,Avant,2020-2021,0,2,1
2043,Ulugia,Avant,2021-2022,0,0,1
2044,Vahaamahina,Avant,2008-2009,0,0,1
2045,Vahaamahina,Avant,2009-2010,0,0,1
2046,Vahaamahina,Avant,2010-2011,0,7,1
2047,Vahaamahina,Avant,2011-2012,0,4,1
2048,Vahaamahina,Avant,2012-2013,0,19,1
2049,Vahaamahina,Avant,2013-2014,2,33,21
2050,Vahaamahina,Avant,2014-2015,3,110,31
2051,Vahaamahina,Avant,2015-2016,10,131,101
2052,Vahaamahina,Avant,2016-2017,4,111,41
2053,Vahaamahina,Avant,2017-2018,6,90,61
2054,Vahaamahina,Avant,2018-2019,2,118,21
2055,Vahaamahina,Avant,2019-2020,1,41,11
2056,Vahaamahina,Avant,2020-2021,5,84,51
2057,Vahaamahina,Avant,2021-2022,2,37,21
2058,Van Der Merwe,Avant,2008-2009,0,0,1
2059,Van Der Merwe,Avant,2009-2010,0,3,1
2060,Van Der Merwe,Avant,2010-2011,0,7,1
2061,Van Der Merwe,Avant,2011-2012,0,6,1
2062,Van Der Merwe,Avant,2012-2013,0,6,1
2063,Van Der Merwe,Avant,2013-2014,0,14,1
2064,Van Der Merwe,Avant,2014-2015,2,18,21
2065,Van Der Merwe,Avant,2015-2016,8,90,81
2066,Van Der Merwe,Avant,2016-2017,3,89,31
2067,Van Der Merwe,Avant,2017-2018,3,72,31
2068,Van Der Merwe,Avant,2018-2019,0,58,1
2069,Van Der Merwe,Avant,2019-2020,0,1,1
2070,Van Der Merwe,Avant,2020-2021,1,4,11
2071,Van Der Merwe,Avant,2021-2022,0,2,1
2072,Van Der Westhuisen,Avant,2008-2009,0,0,1
2073,Van Der Westhuisen,Avant,2009-2010,0,0,1
2074,Van Der Westhuisen,Avant,2010-2011,0,0,1
2075,Van Der Westhuisen,Avant,2011-2012,0,0,1
2076,Van Der Westhuisen,Avant,2012-2013,0,0,1
2077,Van Der Westhuisen,Avant,2013-2014,0,0,1
2078,Van Der Westhuisen,Avant,2014-2015,0,0,1
2079,Van Der Westhuisen,Avant,2015-2016,0,3,1
2080,Van Der Westhuisen,Avant,2016-2017,0,0,1
2081,Van Der Westhuisen,Avant,2017-2018,0,0,1
2082,Van Der Westhuisen,Avant,2018-2019,0,0,1
2083,Van Der Westhuisen,Avant,2019-2020,0,0,1
2084,Van Der Westhuisen,Avant,2020-2021,0,0,1
2085,Van Der Westhuisen,Avant,2021-2022,0,0,1
2086,Van Tonder,Avant,2008-2009,0,0,1
2087,Van Tonder,Avant,2009-2010,0,0,1
2088,Van Tonder,Avant,2010-2011,0,0,1
2089,Van Tonder,Avant,2011-2012,0,0,1
2090,Van Tonder,Avant,2012-2013,0,0,1
2091,Van Tonder,Avant,2013-2014,0,0,1
2092,Van Tonder,Avant,2014-2015,0,0,1
2093,Van Tonder,Avant,2015-2016,0,0,1
2094,Van Tonder,Avant,2016-2017,0,2,1
2095,Van Tonder,Avant,2017-2018,0,8,1
2096,Van Tonder,Avant,2018-2019,2,47,21
2097,Van Tonder,Avant,2019-2020,1,24,11
2098,Van Tonder,Avant,2020-2021,4,43,41
2099,Van Tonder,Avant,2021-2022,1,24,11
2100,Veredamu,Avant,2008-2009,0,0,1
2101,Veredamu,Avant,2009-2010,0,0,1
2102,Veredamu,Avant,2010-2011,0,0,1
2103,Veredamu,Avant,2011-2012,0,0,1
2104,Veredamu,Avant,2012-2013,0,0,1
2105,Veredamu,Avant,2013-2014,0,0,1
2106,Veredamu,Avant,2014-2015,0,0,1
2107,Veredamu,Avant,2015-2016,0,0,1
2108,Veredamu,Avant,2016-2017,0,0,1
2109,Veredamu,Avant,2017-2018,0,0,1
2110,Veredamu,Avant,2018-2019,0,0,1
2111,Veredamu,Avant,2019-2020,1,3,11
2112,Veredamu,Avant,2020-2021,2,29,21
2113,Veredamu,Avant,2021-2022,0,3,1
2114,Vermeulen,Avant,2008-2009,0,93,1
2115,Vermeulen,Avant,2009-2010,2,88,21
2116,Vermeulen,Avant,2010-2011,0,72,1
2117,Vermeulen,Avant,2011-2012,0,86,1
2118,Vermeulen,Avant,2012-2013,1,80,11
2119,Vermeulen,Avant,2013-2014,2,56,21
2120,Vermeulen,Avant,2014-2015,1,6,11
2121,Vermeulen,Avant,2015-2016,1,15,11
2122,Vermeulen,Avant,2016-2017,0,7,1
2123,Vermeulen,Avant,2017-2018,0,3,1
2124,Vermeulen,Avant,2018-2019,0,1,1
2125,Vermeulen,Avant,2019-2020,0,3,1
2126,Vermeulen,Avant,2020-2021,0,1,1
2127,Vermeulen,Avant,2021-2022,0,1,1
2128,Viallard,Charnière,2008-2009,0,0,1
2129,Viallard,Charnière,2009-2010,0,0,1
2130,Viallard,Charnière,2010-2011,0,0,1
2131,Viallard,Charnière,2011-2012,0,0,1
2132,Viallard,Charnière,2012-2013,0,0,1
2133,Viallard,Charnière,2013-2014,0,0,1
2134,Viallard,Charnière,2014-2015,0,0,1
2135,Viallard,Charnière,2015-2016,0,0,1
2136,Viallard,Charnière,2016-2017,0,0,1
2137,Viallard,Charnière,2017-2018,0,0,1
2138,Viallard,Charnière,2018-2019,0,13,1
2139,Viallard,Charnière,2019-2020,0,3,1
2140,Viallard,Charnière,2020-2021,1,33,11
2141,Viallard,Charnière,2021-2022,1,31,11
2142,Vosloo,Avant,2008-2009,0,4,1
2143,Vosloo,Avant,2009-2010,0,2,1
2144,Vosloo,Avant,2010-2011,2,14,21
2145,Vosloo,Avant,2011-2012,1,71,11
2146,Vosloo,Avant,2012-2013,1,58,11
2147,Vosloo,Avant,2013-2014,0,95,1
2148,Vosloo,Avant,2014-2015,0,3,1
2149,Vosloo,Avant,2015-2016,0,2,1
2150,Vosloo,Avant,2016-2017,0,0,1
2151,Vosloo,Avant,2017-2018,0,0,1
2152,Vosloo,Avant,2018-2019,0,0,1
2153,Vosloo,Avant,2019-2020,0,0,1
2154,Vosloo,Avant,2020-2021,0,1,1
2155,Vosloo,Avant,2021-2022,0,0,1
2156,VuliVuli,Arrière,2008-2009,0,0,1
2157,VuliVuli,Arrière,2009-2010,0,0,1
2158,VuliVuli,Arrière,2010-2011,0,7,1
2159,VuliVuli,Arrière,2011-2012,0,0,1
2160,VuliVuli,Arrière,2012-2013,0,0,1
2161,VuliVuli,Arrière,2013-2014,0,0,1
2162,VuliVuli,Arrière,2014-2015,1,5,11
2163,VuliVuli,Arrière,2015-2016,1,68,11
2164,VuliVuli,Arrière,2016-2017,0,3,1
2165,VuliVuli,Arrière,2017-2018,0,2,1
2166,VuliVuli,Arrière,2018-2019,0,1,1
2167,VuliVuli,Arrière,2019-2020,0,0,1
2168,VuliVuli,Arrière,2020-2021,0,0,1
2169,VuliVuli,Arrière,2021-2022,0,0,1
2170,Wepener,Avant,2008-2009,1,11,11
2171,Wepener,Avant,2009-2010,0,52,1
2172,Wepener,Avant,2010-2011,1,27,11
2173,Wepener,Avant,2011-2012,0,0,1
2174,Wepener,Avant,2012-2013,0,0,1
2175,Wepener,Avant,2013-2014,0,0,1
2176,Wepener,Avant,2014-2015,0,0,1
2177,Wepener,Avant,2015-2016,0,0,1
2178,Wepener,Avant,2016-2017,0,0,1
2179,Wepener,Avant,2017-2018,0,0,1
2180,Wepener,Avant,2018-2019,0,0,1
2181,Wepener,Avant,2019-2020,0,0,1
2182,Wepener,Avant,2020-2021,0,0,1
2183,Wepener,Avant,2021-2022,0,0,1
2184,White,Avant,2008-2009,1,18,11
2185,White,Avant,2009-2010,2,54,21
2186,White,Avant,2010-2011,0,44,1
2187,White,Avant,2011-2012,1,53,11
2188,White,Avant,2012-2013,0,3,1
2189,White,Avant,2013-2014,0,1,1
2190,White,Avant,2014-2015,0,4,1
2191,White,Avant,2015-2016,0,23,1
2192,White,Avant,2016-2017,0,20,1
2193,White,Avant,2017-2018,1,5,11
2194,White,Avant,2018-2019,0,1,1
2195,White,Avant,2019-2020,1,3,11
2196,White,Avant,2020-2021,0,3,1
2197,White,Avant,2021-2022,0,0,1
2198,Williams,Arrière,2008-2009,0,6,1
2199,Williams,Arrière,2009-2010,2,66,21
2200,Williams,Arrière,2010-2011,2,69,21
2201,Williams,Arrière,2011-2012,1,37,11
2202,Williams,Arrière,2012-2013,0,25,1
2203,Williams,Arrière,2013-2014,0,43,1
2204,Williams,Arrière,2014-2015,0,11,1
2205,Williams,Arrière,2015-2016,0,7,1
2206,Williams,Arrière,2016-2017,0,8,1
2207,Williams,Arrière,2017-2018,0,0,1
2208,Williams,Arrière,2018-2019,0,78,1
2209,Williams,Arrière,2019-2020,4,23,41
2210,Williams,Arrière,2020-2021,0,26,1
2211,Williams,Arrière,2021-2022,0,0,1
2212,Wooldridge,Avant,2008-2009,0,0,1
2213,Wooldridge,Avant,2009-2010,0,0,1
2214,Wooldridge,Avant,2010-2011,0,0,1
2215,Wooldridge,Avant,2011-2012,0,0,1
2216,Wooldridge,Avant,2012-2013,0,0,1
2217,Wooldridge,Avant,2013-2014,0,0,1
2218,Wooldridge,Avant,2014-2015,0,0,1
2219,Wooldridge,Avant,2015-2016,1,12,11
2220,Wooldridge,Avant,2016-2017,0,0,1
2221,Wooldridge,Avant,2017-2018,0,0,1
2222,Wooldridge,Avant,2018-2019,0,0,1
2223,Wooldridge,Avant,2019-2020,0,0,1
2224,Wooldridge,Avant,2020-2021,0,0,1
2225,Wooldridge,Avant,2021-2022,0,0,1
2226,Yato,Avant,2008-2009,1,3,11
2227,Yato,Avant,2009-2010,0,1,1
2228,Yato,Avant,2010-2011,0,2,1
2229,Yato,Avant,2011-2012,0,0,1
2230,Yato,Avant,2012-2013,0,4,1
2231,Yato,Avant,2013-2014,0,6,1
2232,Yato,Avant,2014-2015,4,60,41
2233,Yato,Avant,2015-2016,6,75,61
2234,Yato,Avant,2016-2017,6,85,61
2235,Yato,Avant,2017-2018,5,94,51
2236,Yato,Avant,2018-2019,7,149,71
2237,Yato,Avant,2019-2020,7,53,71
2238,Yato,Avant,2020-2021,6,84,61
2239,Yato,Avant,2021-2022,2,27,21
2240,Zirakashvili,Avant,2008-2009,0,50,1
2241,Zirakashvili,Avant,2009-2010,1,80,11
2242,Zirakashvili,Avant,2010-2011,2,70,21
2243,Zirakashvili,Avant,2011-2012,2,50,21
2244,Zirakashvili,Avant,2012-2013,0,58,1
2245,Zirakashvili,Avant,2013-2014,0,75,1
2246,Zirakashvili,Avant,2014-2015,2,83,21
2247,Zirakashvili,Avant,2015-2016,11,90,111
2248,Zirakashvili,Avant,2016-2017,6,80,61
2249,Zirakashvili,Avant,2017-2018,2,54,21
2250,Zirakashvili,Avant,2018-2019,2,75,21
2251,Zirakashvili,Avant,2019-2020,2,41,21
2252,Zirakashvili,Avant,2020-2021,0,6,1
2253,Zirakashvili,Avant,2021-2022,0,2,1
